2026年01月22日 11:03:10, group1, 1, 1, 5, 5.0, 3.2, 3.2
2026年01月22日 11:04:34, r, 1, 1, 7, 7.0, 4.0, 4.0
2026年01月22日 11:04:57, r, 1, 1, 10, 10.0, 6.5, 6.5
2026年01月22日 11:05:16, a, 1, 1, 8, 8.0, 3.6, 3.6
2026年01月22日 11:05:25, qop, 1, 1, 1, 1.0, 0.3, 0.3
